Doulist, Page, NO., ID, Score, Rating, Votes, Title 
20172127, 298, 7441, 20438447, 21.0, 9.1, 24, 钩针猫咪和它的小伙伴们 
20172127, 298, 7442, 1073086, 36.8, 8.3, 571, 偶遇 
20172127, 298, 7443, 6784958, 30.0, 8.4, 162, 偶遇 
20172127, 298, 7444, 1675789, 20.6, 8.9, 25, 周末画报2005年8月第346期 
20172127, 298, 7445, 2073471, 35.3, 8.2, 490, 慢船去中国 
20172127, 298, 7446, 1671134, 21.3, 8.0, 48, 前夜 
20172127, 298, 7447, 1069675, 31.6, 8.1, 283, 蒙元入侵前夜的中国日常生活 
20172127, 298, 7448, 26312905, 27.8, 8.8, 82, 炮声中的电影 
20172127, 298, 7449, 1985223, 62.7, 8.7, 24679, 倾城之恋 
20172127, 298, 7450, 5437424, 33.0, 8.0, 401, 杜月笙传（上.中.下） 
20172127, 299, 7451, 26281097, 33.0, 8.6, 225, 上海字记 
20172127, 299, 7452, 26593903, 30.3, 8.5, 155, 洗牌年代 
20172127, 299, 7453, 2118743, 46.7, 8.6, 2113, 银元时代生活史 
20172127, 299, 7454, 1315804, 33.8, 8.4, 308, 上海罢工 
20172127, 299, 7455, 1050349, 45.4, 8.1, 3309, 上海的金枝玉叶 
20172127, 299, 7456, 5975571, 41.9, 8.0, 2028, 天香 
20172127, 299, 7457, 1186176, 36.0, 8.3, 497, 海上花列传 
20172127, 299, 7458, 3853342, 36.0, 8.2, 552, 广告文案 
20172127, 299, 7459, 3673670, 46.7, 8.2, 3610, 怨女 
20172127, 299, 7460, 26646634, 24.1, 8.1, 74, 因为爱，所以节制 
20172127, 299, 7461, 2121725, 24.3, 8.1, 77, 因為年輕所以流浪 
20172127, 299, 7462, 25798519, 15.9, 8.1, 17, 《因为淡定，所以幸福：卡耐基写给女人的100条幸福箴言》 
20172127, 299, 7463, 6429011, 21.5, 8.3, 41, 一本书学会佛教常识 
20172127, 299, 7464, 1279648, 48.9, 8.4, 4009, 天使在人间 
20172127, 299, 7465, 26286060, 32.9, 8.3, 291, 神在人间的时光:希腊神话欣赏 
20172127, 299, 7466, 1272868, 35.2, 8.1, 536, 童年 在人间 我的大学 
20172127, 299, 7467, 1322849, 23.4, 8.3, 57, 神在人间的时光 
20172127, 299, 7468, 10485833, 24.2, 8.5, 56, 他是否还在人间 
20172127, 299, 7469, 26593095, 27.7, 8.9, 76, 忽而今夏（十年纪念版） 
20172127, 299, 7470, 1986592, 24.6, 8.5, 60, 華麗一族（上） 
20172127, 299, 7471, 2122390, 24.5, 9.4, 35, 華麗一族（下） 
20172127, 299, 7472, 2122373, 23.8, 9.3, 33, 華麗一族（中） 
20172127, 299, 7473, 24879196, 14.5, 8.0, 14, 花樣男子 完全版 VOL.2 
20172127, 299, 7474, 6507265, 15.4, 8.2, 15, 白色巨塔套書 (2011年版） 
20172127, 299, 7475, 25981996, 23.4, 8.9, 39, 白色巨塔(套装上下册) 
20172127, 301, 7501, 26279028, 31.2, 7.8, 363, 面包和汤和猫咪好天气 
20172127, 301, 7502, 1501873, 47.8, 8.3, 3796, 中日交流标准日本语（新版初级上下册） 
20172127, 301, 7503, 1234197, 38.4, 8.3, 754, 大家的日语1 
20172127, 301, 7504, 26787941, 38.1, 7.3, 2824, 玛格丽特小镇 
20172127, 301, 7505, 26689989, 41.4, 8.0, 1868, 余罪2 
20172127, 301, 7506, 26755836, 39.7, 8.0, 1372, 余罪3 
20172127, 301, 7507, 26785345, 38.6, 8.0, 1113, 余罪4 
20172127, 301, 7508, 26812681, 37.6, 8.0, 929, 余罪5 
20172127, 301, 7509, 1336939, 38.7, 8.5, 634, 少林寺第八銅人 
20172127, 301, 7510, 1003666, 31.9, 8.3, 245, 少林寺――天下武学的殿堂 
20172127, 301, 7511, 3340231, 16.7, 8.4, 17, 奸臣 三 
20172127, 301, 7512, 1451637, 23.8, 9.1, 37, 红色沙漠 
20172127, 301, 7513, 6048869, 31.3, 8.4, 202, 鬼妈妈 
20172127, 301, 7514, 1730047, 25.2, 9.2, 43, 颐和园 
20172127, 301, 7515, 3729997, 25.1, 7.9, 104, 北京颐和园 
20172127, 301, 7516, 20390082, 25.5, 8.3, 81, 大故宫 3 
20172127, 301, 7517, 3283328, 18.2, 8.1, 26, 颐和园长廊彩画故事全集 
20172127, 301, 7518, 3779046, 46.2, 8.6, 1936, 慶餘年 卷7 
20172127, 301, 7519, 1428164, 26.7, 8.6, 80, 玛尔戈皇后 
20172127, 301, 7520, 11612052, 29.2, 8.3, 154, 路边野餐 
20172127, 301, 7521, 4107437, 23.1, 8.9, 37, 艾瑞克森 
20172127, 301, 7522, 5352830, 25.7, 8.1, 99, 唐人街 
20172127, 301, 7523, 1061050, 21.9, 8.3, 44, 预言 
20172127, 301, 7524, 6894786, 37.6, 8.1, 826, 怦然心動的人生整理魔法 
20172127, 301, 7525, 26721353, 27.3, 8.1, 132, 遇见怦然心动的小书店 
20172127, 311, 7751, 1089733, 42.0, 8.5, 1088, 傲慢与偏见 
20172127, 311, 7752, 1123663, 52.3, 9.1, 2764, 傲慢与偏见 
20172127, 311, 7753, 1072319, 53.4, 8.5, 7332, 长腿叔叔 
20172127, 311, 7754, 1038789, 30.9, 8.4, 188, 罗密欧与朱丽叶 
20172127, 311, 7755, 1157474, 31.0, 8.1, 253, 思想的天鹅 
20172127, 311, 7756, 3781988, 31.1, 9.2, 103, 多情劍客無情劍（下）——古龍精品集 
20172127, 311, 7757, 3781985, 28.9, 8.9, 92, 多情劍客無情劍（中）——古龍精品集 
20172127, 311, 7758, 3781979, 32.4, 8.9, 159, 多情劍客無情劍（上）——古龍精品集 
20172127, 311, 7759, 2068986, 29.8, 9.0, 98, 简爱 
20172127, 311, 7760, 1926141, 18.6, 8.7, 20, 徐志摩文集· 诗歌卷 
20172127, 311, 7761, 4306847, 29.2, 8.4, 141, 孔子是怎样炼成的 
20172127, 311, 7762, 3932378, 18.3, 8.6, 20, 孔子的智慧 
20172127, 311, 7763, 6097216, 21.6, 8.8, 31, 孔子传 
20172127, 311, 7764, 1353126, 21.0, 9.4, 21, 論語新解 
20172127, 311, 7765, 1000647, 30.1, 8.0, 237, 孔子的故事 
20172127, 311, 7766, 6441378, 27.4, 8.0, 147, 贾志刚说春秋之七 
20172127, 311, 7767, 2981573, 49.2, 8.8, 2456, 悟空传 
20172127, 311, 7768, 4016646, 21.2, 8.0, 47, 我是外星人 
20172127, 311, 7769, 10555491, 38.8, 8.7, 520, 宇宙奇趣全集 
20172127, 311, 7770, 1408608, 13.9, 8.1, 12, 不要以人類的方式思考 
20172127, 311, 7771, 3887626, 22.6, 8.4, 46, 零極限 
20172127, 311, 7772, 3097837, 36.6, 8.1, 689, 汪国真经典诗文 
20172127, 311, 7773, 4844456, 29.7, 8.3, 167, 汪国真经典代表作1 
20172127, 311, 7774, 3064936, 26.4, 8.0, 121, 汪国真诗文全集1 
20172127, 311, 7775, 2042012, 23.9, 8.2, 66, 汪国真诗文集 
20172127, 319, 7951, 20428307, 18.2, 7.9, 29, 酒桶中的女尸 
20172127, 319, 7952, 1398393, 27.8, 8.1, 144, 蝴蝶夫人 
20172127, 319, 7953, 25728813, 28.3, 8.8, 89, 美国国家地理125年伟大瞬间 
20172127, 319, 7954, 3332661, 46.3, 9.2, 996, 中国景色 
20172127, 319, 7955, 3134309, 31.2, 8.1, 261, 民国采访战 
20172127, 319, 7956, 1951495, 32.3, 8.0, 357, 帝国的回忆 
20172127, 319, 7957, 1026029, 22.0, 8.6, 37, 王国与权力 
20172127, 319, 7958, 2155341, 38.4, 8.9, 402, 官僚体制·反资本主义的心态 
20172127, 319, 7959, 21325694, 22.9, 9.0, 34, 官僚体制的政治 
20172127, 319, 7960, 1064622, 31.0, 9.1, 109, 短篇小说全集(下册) 
20172127, 319, 7961, 1128700, 39.4, 8.9, 474, 卡夫卡短篇小说全集 
20172127, 319, 7962, 4039233, 38.6, 8.9, 417, 王小波全集（第八卷 短篇小说） 
20172127, 319, 7963, 2371967, 25.0, 8.5, 65, 莫泊桑短篇小说全集（全四册） 
20172127, 319, 7964, 26273783, 20.0, 8.5, 28, 爱伦·坡短篇小说全集：惊悚悬疑卷 
20172127, 319, 7965, 2035190, 34.0, 8.6, 262, 门 
20172127, 319, 7966, 5397305, 23.2, 8.2, 59, 门 
20172127, 319, 7967, 26366382, 23.3, 8.2, 60, 在这不幸时代的严寒里：卡夫卡的小说与画作 
20172127, 319, 7968, 25971292, 30.9, 8.7, 146, 來自新世界 （上下） 
20172127, 319, 7969, 26707760, 14.2, 8.2, 12, 脑洞大开•动物篇（第5辑）：全6册 
20172127, 319, 7970, 1593585, 17.7, 8.4, 20, 短篇小说集 
20172127, 319, 7971, 1457920, 37.6, 8.9, 354, 爱伦·坡短篇小说集 
20172127, 319, 7972, 2139687, 18.1, 8.2, 24, 前世今生 
20172127, 319, 7973, 3251991, 22.7, 8.3, 50, 前世今生 
20172127, 319, 7974, 1254731, 55.6, 8.8, 6854, 欧·亨利短篇小说选 
20172127, 319, 7975, 1083435, 50.0, 8.7, 3179, 契诃夫短篇小说选 
20172127, 327, 8151, 2052380, 38.1, 8.6, 514, 巫师与玻璃球 
20172127, 327, 8152, 25263930, 23.6, 8.1, 68, 黑暗塔4：巫师与玻璃球 
20172127, 327, 8153, 2243723, 17.6, 7.9, 26, 盛开：玻璃球里的雏菊香/萌芽实力作者九年文萃（B卷） 
20172127, 327, 8154, 3103036, 30.9, 8.6, 158, 在轮下 
20172127, 327, 8155, 24744381, 35.2, 9.1, 207, 荒原狼 
20172127, 327, 8156, 1394352, 36.6, 9.3, 216, 纳尔齐斯与歌尔德蒙 
20172127, 327, 8157, 1186425, 34.5, 9.1, 185, 中短篇小说选 
20172127, 327, 8158, 20003451, 16.7, 7.9, 22, 中短篇小说选 
20172127, 327, 8159, 3131383, 21.6, 9.2, 25, 故园（中短篇小说选） 
20172127, 327, 8160, 1019628, 48.9, 8.7, 2682, 卡夫卡中短篇小说选 
20172127, 327, 8161, 6509470, 35.3, 8.7, 297, 堤契诺之歌 
20172127, 327, 8162, 2343931, 31.6, 8.3, 233, 解读杜拉斯 
20172127, 327, 8163, 25932125, 24.0, 9.2, 36, 杜拉斯传 
20172127, 327, 8164, 3551720, 21.9, 8.1, 50, 情人(玛格丽特·杜拉斯) 
20172127, 327, 8165, 26140381, 21.1, 8.4, 36, 永远的情人杜拉斯 
20172127, 327, 8166, 1019619, 25.9, 8.4, 80, 罗曼·罗兰文钞 
20172127, 327, 8167, 1138765, 25.2, 8.2, 83, 罗曼·罗兰传 
20172127, 327, 8168, 1737239, 28.1, 9.6, 52, 傅雷译罗曼·罗兰名作集 
20172127, 327, 8169, 1063615, 23.5, 8.0, 72, 贝多芬传（罗曼.罗兰著) 
20172127, 327, 8170, 3148387, 19.1, 8.3, 27, 罗曼罗兰音乐散文集 
20172127, 327, 8171, 1144308, 21.3, 8.7, 31, 罗曼·罗兰精选集（上下册） 
20172127, 327, 8172, 1141812, 17.6, 8.1, 23, 罗曼·罗兰与梅森葆书信录 
20172127, 327, 8173, 1016247, 17.9, 8.3, 22, 茨威格传记精华――罗曼・罗兰 
20172127, 327, 8174, 1437618, 29.0, 8.1, 176, 嫉妒 去年在马里安巴 
20172127, 327, 8175, 1851976, 23.3, 8.9, 38, 广岛之恋 去年在马里安巴德 
20172127, 352, 8776, 10485026, 41.6, 9.0, 606, 特朗斯特罗姆诗歌全集 
20172127, 352, 8777, 10537659, 23.0, 8.0, 65, 阿尼阿拉号 
20172127, 352, 8778, 6831049, 26.6, 8.7, 73, 旅行者 
20172127, 352, 8779, 10446322, 25.2, 8.0, 97, 晴日木屐 
20172127, 352, 8780, 10600630, 15.2, 8.0, 16, 追忆逝水年华之在少女花影下 
20172127, 352, 8781, 1484272, 34.9, 9.1, 197, 世界经典名著文库 第三辑 
20172127, 352, 8782, 3561559, 41.3, 8.6, 866, 黑背书系第三辑（全两册） 
20172127, 352, 8783, 4211589, 34.2, 8.7, 247, (黑背书系.第三辑)差点忘记最原汁原味的童年回忆盛宴 
20172127, 352, 8784, 1015208, 32.0, 9.3, 111, 蜡笔小新・第三辑（共5册） 
20172127, 352, 8785, 1108637, 30.2, 9.4, 80, 世界名画欣赏·第三辑 
20172127, 352, 8786, 1116186, 25.7, 8.4, 78, 《亦舒作品集》第三辑(61-80) 
20172127, 352, 8787, 1687440, 26.7, 9.0, 61, 珠玉词(书韵楼丛刊.第三辑) 
20172127, 352, 8788, 2274391, 25.5, 8.7, 61, 斯凯瑞金色童书·第三辑 
20172127, 352, 8789, 1025647, 25.6, 8.5, 71, 老照片(第三辑) 
20172127, 352, 8790, 2025585, 15.9, 8.0, 18, 伤寒挈要-(第三辑) 
20172127, 352, 8791, 5973062, 17.9, 8.0, 26, 国人志 第叁辑 
20172127, 352, 8792, 6389450, 22.8, 9.5, 26, 动脑筋爷爷（第三辑） 
20172127, 352, 8793, 1059800, 12.7, 8.0, 10, 〈摄影家〉丛书第三辑 
20172127, 352, 8794, 1214962, 15.5, 8.1, 16, 莫迪洛幽默漫画精品·第三辑 
20172127, 352, 8795, 1746436, 14.4, 8.5, 11, 陶靖节先生诗谢康乐诗集(第三辑)/书韵楼丛刊 
20172127, 352, 8796, 10575545, 14.1, 8.0, 13, 彩色世界童话全集-第三辑 
20172127, 352, 8797, 3817204, 15.3, 8.3, 14, 世界童话宝库（第三辑） 
20172127, 352, 8798, 1040900, 12.7, 8.0, 10, 白桦林·校园精品文摘（第三辑） 
20172127, 352, 8799, 10582341, 35.8, 9.0, 245, 红色骑兵军 
20172127, 352, 8800, 10571243, 34.8, 8.7, 274, 包法利夫人 
20172127, 353, 8801, 10582340, 29.8, 8.2, 188, 太阳照常升起 
20172127, 353, 8802, 10571242, 32.7, 8.7, 196, 老人与海 
20172127, 353, 8803, 10571244, 30.9, 8.8, 134, 呼啸山庄 
20172127, 353, 8804, 10571241, 23.6, 8.3, 58, 忏悔录 
20172127, 353, 8805, 10582337, 25.7, 8.4, 78, 简·爱 
20172127, 353, 8806, 10601134, 23.6, 8.1, 68, 嘉莉妹妹 
20172127, 353, 8807, 6152977, 31.8, 8.0, 326, 夜色温柔 
20172127, 353, 8808, 4909055, 27.6, 8.1, 138, 黑暗的心 吉姆爷 
20172127, 353, 8809, 23243142, 37.9, 9.1, 313, 大师和玛格丽特 
20172127, 353, 8810, 20375525, 34.8, 9.1, 196, 易卜生戏剧选 
20172127, 353, 8811, 23231123, 32.3, 8.3, 260, 到灯塔去 
20172127, 353, 8812, 21362157, 31.3, 8.8, 143, 堂吉诃德（上下） 
20172127, 353, 8813, 6311249, 27.7, 8.1, 140, 儿子与情人 
20172127, 353, 8814, 19961149, 26.0, 8.1, 104, 蒙田随笔 
20172127, 353, 8815, 5999095, 22.1, 8.4, 42, 一千零一夜 
20172127, 353, 8816, 23247473, 29.0, 8.8, 100, 马丁·伊登 
20172127, 353, 8817, 23247100, 29.3, 9.4, 70, 莎士比亚喜剧选 
20172127, 353, 8818, 19961182, 24.0, 8.7, 48, 牛虻 
20172127, 353, 8819, 19961189, 19.1, 8.5, 24, 泰戈尔诗选 
20172127, 353, 8820, 26584740, 23.8, 9.5, 30, 小王子 
20172127, 353, 8821, 4265645, 20.2, 8.5, 29, 古代世界的自由与和平 
20172127, 353, 8822, 3154493, 29.5, 8.0, 213, 荷花淀 
20172127, 353, 8823, 1266106, 27.0, 8.9, 68, 现代政治与自然 
20172127, 353, 8824, 2138365, 20.4, 8.5, 30, 狙击战术技巧手册 
20172127, 353, 8825, 1924369, 21.7, 8.1, 48, 沙漏之痕 
20172127, 370, 9226, 25728473, 35.0, 8.5, 340, 头号书迷 
20172127, 370, 9227, 25778113, 19.1, 8.0, 32, 奴儿 
20172127, 370, 9228, 25778112, 21.4, 8.2, 43, 我的遥远的清平湾 
20172127, 370, 9229, 25764938, 30.9, 8.2, 226, 天使与魔鬼 
20172127, 370, 9230, 25764939, 28.7, 8.1, 167, 达·芬奇密码 
20172127, 370, 9231, 25761490, 24.8, 8.6, 58, 穿过锁孔的风 
20172127, 370, 9232, 25712263, 28.9, 8.5, 124, 幸存者游戏 
20172127, 370, 9233, 24871651, 35.8, 8.8, 293, 爱达或爱欲 
20172127, 370, 9234, 24871492, 25.3, 8.1, 92, 绕颈之物 
20172127, 370, 9235, 24871460, 37.6, 8.4, 587, 幻之光 
20172127, 370, 9236, 24871611, 22.5, 8.6, 40, 歌犬 
20172127, 370, 9237, 24760789, 29.3, 8.1, 186, 烟与镜 
20172127, 370, 9238, 24757288, 31.6, 8.2, 254, M代表魔法 
20172127, 370, 9239, 24851829, 16.7, 7.9, 22, 米夏埃尔 
20172127, 370, 9240, 24853119, 25.4, 8.0, 102, 杀手保健 
20172127, 370, 9241, 24851830, 19.5, 8.8, 22, 另一种生活 
20172127, 370, 9242, 24851812, 17.5, 8.0, 24, 空中有苍鹰 
20172127, 370, 9243, 24851819, 24.1, 8.6, 52, 惊马奔逃 
20172127, 370, 9244, 24853136, 27.5, 8.2, 125, 火车梦 
20172127, 370, 9245, 25699387, 38.5, 8.6, 547, 星辰时刻 
20172127, 370, 9246, 25722313, 23.2, 8.0, 68, 文革轶事 
20172127, 370, 9247, 25718095, 22.7, 8.4, 47, 极北直驱 
20172127, 370, 9248, 24843854, 19.4, 7.8, 39, 横越美国 
20172127, 370, 9249, 24841203, 24.0, 8.7, 48, T.S.斯比维特作品集 
20172127, 370, 9250, 24859827, 22.6, 8.2, 53, 羽毛人 
20172127, 402, 10026, 25938704, 33.6, 8.4, 299, 一弦琴 
20172127, 402, 10027, 20260682, 23.3, 8.4, 52, 特拉克尔诗集 
20172127, 402, 10028, 25958171, 20.9, 7.9, 48, 希望2·1958-1967六日战争 
20172127, 402, 10029, 25872886, 24.1, 8.2, 68, 我的忐忑人生 
20172127, 402, 10030, 25923985, 39.1, 9.0, 412, 我心中的美好世界 
20172127, 402, 10031, 25918399, 22.9, 8.0, 64, 宇宙 
20172127, 402, 10032, 1448632, 33.7, 8.7, 229, 埃达 
20172127, 402, 10033, 1085481, 30.0, 9.0, 101, 萨迦 
20172127, 402, 10034, 1987674, 25.0, 8.4, 69, 红房间 
20172127, 402, 10035, 1317853, 31.6, 8.8, 151, 斯特林堡文集（全五册） 
20172127, 402, 10036, 1012876, 27.2, 8.7, 81, 斯特林堡小说戏剧选 
20172127, 402, 10037, 1139210, 22.3, 8.4, 44, 地狱.神秘日记抄 
20172127, 402, 10038, 1792474, 41.1, 9.1, 504, 易卜生戏剧集（三卷） 
20172127, 402, 10039, 1144300, 32.6, 9.0, 151, 易卜生精选集 
20172127, 402, 10040, 1116417, 28.6, 8.8, 93, 宇宙天使 
20172127, 402, 10041, 1441980, 42.4, 9.0, 676, 特朗斯特罗姆诗全集 
20172127, 402, 10042, 1104708, 33.9, 8.4, 315, 特兰斯特罗默诗选 
20172127, 402, 10043, 3797765, 28.3, 9.1, 73, 女孩和寒鸦树三部曲 
20172127, 402, 10044, 1138116, 33.9, 8.5, 286, 索德格朗诗全集 
20172127, 402, 10045, 1046209, 68.9, 9.1, 34399, 安徒生童话故事集 
20172127, 402, 10046, 1008093, 47.3, 8.5, 2643, 苏菲的世界 
20172127, 402, 10047, 1425834, 25.3, 8.2, 84, 世界没有角落 
20172127, 402, 10048, 2296687, 49.6, 8.5, 3864, 纸牌的秘密 
20172127, 402, 10049, 1491598, 33.7, 8.5, 274, 尼尔斯骑鹅历险记（上下） 
20172127, 402, 10050, 1432581, 19.9, 8.0, 37, 骑鹅历险记 
20172127, 404, 10076, 1434375, 28.3, 8.3, 131, 安娜·布兰迪亚娜诗选 
20172127, 404, 10077, 1050951, 36.8, 8.2, 641, 米沃什词典 
20172127, 404, 10078, 1014107, 28.5, 8.3, 137, 无命运的人生 
20172127, 404, 10079, 1500047, 25.5, 8.3, 81, 给未出生的孩子做安息祷告 
20172127, 404, 10080, 1443066, 22.3, 8.1, 54, 惨败 
20172127, 404, 10081, 1013167, 28.7, 8.2, 153, 英国旗 
20172127, 404, 10082, 1067016, 30.8, 8.3, 204, 命运无常 
20172127, 404, 10083, 1049601, 29.9, 8.6, 135, 船夫日记 
20172127, 404, 10084, 1043294, 31.6, 8.7, 163, 另一个人 
20172127, 404, 10085, 1953719, 22.0, 8.7, 35, 英国旗 
20172127, 404, 10086, 1085002, 43.9, 8.9, 950, 哈扎尔辞典 
20172127, 404, 10087, 1826772, 38.6, 9.2, 316, 哈扎尔辞典（阴本） 
20172127, 404, 10088, 1040579, 36.1, 9.2, 219, 哈扎尔辞典 
20172127, 404, 10089, 1137615, 33.4, 8.4, 287, 一见钟情 
20172127, 404, 10090, 1024942, 24.5, 8.2, 73, 呼唤雪人 
20172127, 404, 10091, 2284956, 24.5, 8.4, 64, 呼唤雪人 
20172127, 404, 10092, 3275066, 37.9, 8.2, 772, 十字军骑士 
20172127, 404, 10093, 1233484, 32.7, 9.4, 114, 你往何处去 
20172127, 404, 10094, 1621128, 30.0, 8.8, 117, 火与剑 
20172127, 404, 10095, 1085557, 30.3, 8.1, 225, 十字军骑士 
20172127, 404, 10096, 1440442, 36.5, 8.7, 360, 完美的真空 
20172127, 404, 10097, 1440243, 42.9, 8.7, 1014, 索拉里斯星 
20172127, 404, 10098, 1257185, 37.1, 8.9, 329, 你往何处去 
20172127, 404, 10099, 1065102, 28.9, 8.3, 145, 鲵鱼之乱 
20172127, 404, 10100, 1957759, 19.1, 8.5, 24, 戏剧选 
20172127, 412, 10276, 2266809, 20.4, 9.1, 22, 契诃夫论文学 
20172127, 412, 10277, 1474736, 48.0, 9.0, 1603, 鲁迅杂文全集 
20172127, 412, 10278, 1076343, 36.4, 9.1, 249, 世说新语译注 
20172127, 412, 10279, 1291599, 36.6, 9.1, 255, 人类的大地 
20172127, 412, 10280, 1883354, 42.2, 8.8, 816, 马丁·伊登 
20172127, 412, 10281, 11542577, 45.1, 8.6, 1621, 天生就会跑 
20172127, 412, 10282, 1205430, 39.0, 8.7, 535, 被侮辱与被损害的人 
20172127, 412, 10283, 11443265, 23.6, 8.2, 63, 一路梦想 
20172127, 412, 10284, 11540898, 26.9, 9.0, 63, 夜航船 
20172127, 412, 10285, 1437488, 42.3, 9.2, 552, 群魔 
20172127, 412, 10286, 1485960, 34.7, 9.3, 164, 契诃夫小说选（上下） 
20172127, 412, 10287, 3095037, 45.9, 9.0, 1166, 听音乐（插图第6版） 
20172127, 412, 10288, 1013814, 32.6, 9.1, 140, 西顿野生动物故事集 
20172127, 412, 10289, 24307342, 33.8, 8.6, 253, 哈默手稿 
20172127, 412, 10290, 2032760, 26.3, 8.6, 74, 古希腊抒情诗选 
20172127, 412, 10291, 2052478, 20.5, 8.8, 26, 人类在自然界的位置 
20172127, 412, 10292, 3127197, 30.3, 8.5, 157, 穷人 
20172127, 412, 10293, 4892927, 23.6, 9.3, 32, 尼采著作全集（第12卷） 
20172127, 412, 10294, 1920550, 47.6, 9.2, 1223, 圣经 
20172127, 412, 10295, 3029699, 24.3, 9.4, 34, 清代笔记小说大观(全六册) 
20172127, 412, 10296, 1007928, 60.0, 9.1, 8893, 美国纽约摄影学院摄影教材（上） 
20172127, 412, 10297, 1079739, 32.4, 8.7, 186, 夏日走过山间 
20172127, 412, 10298, 1915094, 41.8, 9.2, 514, 近乎佛教徒 
20172127, 412, 10299, 1411340, 20.8, 8.8, 27, 临济录 
20172127, 412, 10300, 1076922, 39.9, 8.9, 509, 透过镜头：美国《国家地理》最伟大摄影作品集 
20172127, 417, 10401, 1143930, 39.0, 8.2, 938, 毛泽东传 
20172127, 417, 10402, 1431870, 55.5, 9.1, 4457, 源泉 
20172127, 417, 10403, 4137178, 37.5, 8.2, 724, 北极光 
20172127, 417, 10404, 1065341, 34.4, 8.1, 466, 孤独是迷人的 
20172127, 417, 10405, 10479855, 22.9, 8.1, 60, 夏洛蒂·勃朗特的秘密日记 
20172127, 417, 10406, 26662600, 35.4, 8.3, 451, 哈佛非虚构写作课 
20172127, 417, 10407, 6510519, 43.1, 9.0, 763, 正见 
20172127, 417, 10408, 25912108, 35.4, 9.3, 182, 伊凡诺夫·海鸥 
20172127, 417, 10409, 4237314, 14.9, 8.3, 13, 伊利提斯诗选;米洛舒（米沃什）诗选;被拯救的舌头 
20172127, 417, 10410, 1045119, 48.2, 8.9, 1866, 宇宙的琴弦 
20172127, 417, 10411, 3616661, 38.9, 8.8, 479, 卡夫卡口述 
20172127, 417, 10412, 2345992, 23.2, 8.4, 51, 痖弦诗选 
20172127, 417, 10413, 1144009, 21.9, 9.5, 23, 爱因斯坦文录 
20172127, 417, 10414, 1317485, 46.4, 8.6, 2018, 生命是什么 
20172127, 417, 10415, 4712693, 25.4, 9.6, 36, 亲友书讲记 
20172127, 417, 10416, 5063600, 30.8, 9.5, 81, 人间是剧场 
20172127, 417, 10417, 3888123, 49.2, 8.6, 3202, 写作这回事 
20172127, 417, 10418, 1085014, 33.1, 9.2, 139, 卡夫卡文集.第4卷.书简 
20172127, 417, 10419, 1839508, 32.2, 9.1, 132, 石川啄木诗歌集 
20172127, 417, 10420, 2300956, 20.0, 8.7, 25, 孤独的玫瑰 
20172127, 417, 10421, 26600684, 26.7, 9.1, 57, 除非 朝霞有一天赶上晚霞 
20172127, 417, 10422, 26377147, 21.5, 8.4, 38, 醒来的森林 
20172127, 417, 10423, 26652354, 28.0, 8.4, 115, 世界重启 
20172127, 417, 10424, 1001756, 28.0, 8.5, 107, 鲁滨逊飘流记 
20172127, 417, 10425, 1771356, 28.0, 9.2, 65, 英雄挽歌 
20172127, 426, 10626, 2315162, 21.8, 8.3, 43, 读《金融时报》学英文 
20172127, 426, 10627, 1386127, 24.6, 8.2, 75, 白鲸记/MOBY DICK 
20172127, 426, 10628, 1842265, 21.5, 8.3, 41, 马歇尔 
20172127, 426, 10629, 10570583, 22.0, 8.6, 37, 水面波紋 
20172127, 426, 10630, 1384094, 22.5, 8.6, 40, 一座小行星的新飲食方式 
20172127, 426, 10631, 26743857, 23.2, 8.1, 63, 给所有的失去一个温暖的结局 
20172127, 426, 10632, 1701954, 31.8, 9.3, 108, 电视剧场 创世纪 地产风云 7片装(DVD) 
20172127, 426, 10633, 3309975, 27.2, 9.5, 49, 黄帝内经 
20172127, 426, 10634, 1447162, 36.2, 9.4, 191, 黄帝内经素问 
20172127, 426, 10635, 3843957, 37.9, 9.1, 312, 黄帝内经 
20172127, 426, 10636, 21330892, 34.2, 8.8, 229, 黄帝内经·四气调神 
20172127, 426, 10637, 25843816, 30.3, 8.5, 157, 徐文兵、梁冬对话：《黄帝内经·天年》 
20172127, 426, 10638, 3924442, 36.5, 8.4, 489, 黄帝内经家用说明书(上古天真论)/国医健康绝学系列 
20172127, 426, 10639, 25917319, 28.0, 8.6, 99, 徐文兵、梁冬对话·黄帝内经·金匮真言 
20172127, 426, 10640, 3159897, 36.7, 8.0, 787, 小言黄帝内经与生命科学 
20172127, 426, 10641, 3803820, 56.4, 8.4, 14270, 人生 
20172127, 426, 10642, 4842475, 44.1, 8.7, 1229, 新选组血风录 
20172127, 426, 10643, 4140396, 43.1, 8.5, 1323, 黄昏清兵卫 
20172127, 426, 10644, 23774527, 32.8, 9.2, 133, 时代的精神状况 
20172127, 426, 10645, 1741716, 29.5, 8.6, 126, 周恩来与他的世纪 
20172127, 426, 10646, 5939321, 38.2, 8.8, 431, 坂本龙马 第一部 
20172127, 426, 10647, 11442895, 36.5, 8.5, 442, 永不抵达的列车 
20172127, 426, 10648, 2041858, 16.5, 8.1, 19, 冰点 
20172127, 426, 10649, 1472946, 48.1, 8.4, 3444, 《华尔街日报》是如何讲故事的 
20172127, 426, 10650, 7015176, 28.9, 8.0, 192, 管理的常识 
20172127, 430, 10726, 1060774, 56.1, 8.7, 8563, 君主论 
